track_name,artist(s)_name,artist_count,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,major_key,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,key_none
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,11599388,97,79,92,89,5,0,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,611700552,90,59,52,48,38,5,10,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,1133865788,80,65,27,69,8,0,53,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Somewhere Only We Know,Keane,1,1089402494,172,45,33,59,6,0,8,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Those Eyes,New West,1,411747614,120,60,24,35,73,0,31,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
El Gordo Trae El Mando,Chino Pacas,1,255932395,140,74,96,80,18,0,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mi Bello Angel,Natanael Cano,1,31873544,128,81,90,77,1,0,9,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bye,Peso Pluma,1,95053634,122,78,70,81,57,0,10,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Danza Kuduro,"Don Omar, Lucenzo",2,1279434863,130,47,86,92,8,0,5,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nosso Quadro,"Ana Castela, AgroPlay",2,233801632,160,69,61,71,33,0,31,20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Locked Out Of Heaven,Bruno Mars,1,1481349984,144,73,87,70,6,0,28,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,142095275,192,50,85,52,11,0,28,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,618885532,163,54,40,67,0,0,9,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Counting Stars,OneRepublic,1,2011464183,122,66,48,71,6,0,12,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,Justin Bieber,1,1167330737,154,61,41,74,21,0,40,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Under The Influence,Chris Brown,1,929964809,117,73,31,69,6,0,11,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRC,"Natanael Cano, Peso Pluma",2,436027885,138,78,89,83,10,0,12,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gasolina,Daddy Yankee,1,657723613,96,86,74,80,33,0,8,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
One Dance,"Drake, WizKid, Kyla",3,2713922350,104,77,36,63,1,0,36,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enchanted,Taylor Swift,1,621660989,164,45,24,62,8,0,16,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Save Your Tears,The Weeknd,1,1591223784,118,68,61,82,2,0,50,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sure Thing,Miguel,1,950906471,81,68,51,60,3,0,19,10,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Every Breath You Take - Remastered 2003,The Police,1,1593270737,117,82,73,45,54,0,7,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Night We Met,Lord Huron,1,1410088830,174,45,10,37,97,25,64,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Found Love,"Rihanna, Calvin Harris",2,1235005533,128,73,60,77,3,0,11,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
When I Was Your Man,Bruno Mars,1,1661187319,145,60,43,27,94,0,14,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Let Me Down Slowly,Alec Benjamin,1,1374581173,150,65,51,55,73,0,14,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,94186466,90,60,13,53,4,0,21,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do I Wanna Know?,Arctic Monkeys,1,1788326445,85,55,42,53,17,0,22,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Demons,Imagine Dragons,1,1840364617,180,33,38,71,20,0,28,5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ýýýýýýýýýýýý,YOASOBI,1,143573775,166,57,84,94,11,0,37,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reminder,The Weeknd,1,684675814,160,71,40,50,16,0,16,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Shake It Off,Taylor Swift,1,1113838873,160,65,95,80,5,0,41,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,1267333350,92,70,81,63,4,0,8,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAP,Rosa Linn,1,726307468,170,56,53,64,11,0,45,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shape of You,Ed Sheeran,1,3562543890,96,83,93,65,58,0,9,8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Night Changes,One Direction,1,1131090940,120,67,40,52,86,0,12,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fin de Semana,"Oscar Maydon, Junior H",2,307370144,98,70,37,54,6,0,9,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Creep,Radiohead,1,1271293243,92,53,12,34,1,0,12,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Car's Outside,James Arthur,1,265882712,150,34,24,56,4,0,11,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apocalypse,Cigarettes After Sex,1,841749534,94,37,17,47,2,46,11,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cheques,Shubh,1,47956378,90,74,36,63,26,0,27,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pink + White,Frank Ocean,1,806397070,160,54,54,55,67,0,42,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Circles,Post Malone,1,2132335812,120,70,59,75,24,0,9,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Just The Way You Are,Bruno Mars,1,1641426668,109,63,46,85,1,0,9,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Take Me To Church,Hozier,1,2135158446,129,57,41,66,63,0,12,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,367316268,157,54,75,60,30,0,7,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,350381515,130,63,49,73,5,0,9,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Titi Me Preguntï¿,Bad Bunny,1,1264310836,107,65,19,72,10,0,13,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Better Than Revenge (Taylor's Version),Taylor Swift,1,30343206,146,50,67,89,0,0,19,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shut up My Moms Calling,Hotel Ugly,1,405136812,139,48,37,41,32,0,10,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1145727611,116,74,76,70,7,0,13,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Es un Secreto,Plan B,1,540654286,95,84,52,77,12,0,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,57312735,170,62,55,80,15,0,37,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ditto,NewJeans,1,397582059,134,81,18,64,3,0,10,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Take On Me,a-ha,1,1479115056,84,57,86,90,2,0,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,86773632,146,61,20,48,21,0,12,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,133753727,74,53,24,67,11,0,10,28,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acrï¿½ï¿½s,Shakira,1,123124076,144,75,35,48,84,0,10,12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,463564958,136,77,79,73,15,0,27,10,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,64533040,100,56,53,55,53,0,12,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
S-Class,Stray Kids,1,65496046,105,89,67,78,9,0,7,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hits Different,Taylor Swift,1,68616963,106,67,24,78,15,0,30,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chanel,"Becky G, Peso Pluma",2,161460990,132,85,53,68,40,0,9,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,70106975,120,78,5,30,21,0,13,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area Codes,"Kaliii, Kaliii",2,113509496,155,82,51,39,2,0,9,49,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcdario,"Junior H, Eden Muï¿½ï",2,89933133,129,70,42,43,78,0,11,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Obsessed,"Abhijay Sharma, Riar Saab",2,71007139,135,80,85,74,62,0,8,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,43522589,98,73,45,62,28,0,13,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOWER,JISOO,1,232896922,124,84,64,39,3,0,11,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,37126685,135,77,28,55,18,0,22,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eyes Closed,Ed Sheeran,1,195576623,107,78,39,53,30,0,11,6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escapism.,"RAYE, 070 Shake",2,532336353,96,54,25,74,14,0,9,11,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Jumpa,"Arcangel, Bad Bunny",2,538115192,123,71,58,70,30,0,32,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,46142772,90,62,7,62,6,0,58,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,401036314,117,72,45,59,14,0,20,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Las Morras,"BLESSD, Peso Pluma",2,127026613,133,78,90,84,31,0,7,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORRITO PA LAS ANIMAS,Feid,1,345031710,96,74,61,83,11,0,35,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,288101651,149,66,85,60,40,0,14,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,60350538,110,66,32,40,81,0,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Players,Coi Leray,1,335074782,105,95,62,52,3,0,5,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bite Me,ENHYPEN,1,76767396,105,80,69,78,28,0,11,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,46065667,134,76,61,58,6,0,16,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,Feid,1,459276435,170,71,59,56,4,0,27,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,39666245,81,59,26,60,46,1,25,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,138517666,154,63,75,92,31,0,91,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bad Habit,Steve Lacy,1,822633917,169,69,69,51,63,0,38,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUFF IT,Beyoncï¿,1,595900742,115,78,64,69,4,0,7,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,51985779,84,43,14,74,1,0,19,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"Nicky Jam, Feid",2,57945987,93,79,58,62,11,0,11,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,115010040,91,82,47,62,10,0,10,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Search & Rescue,Drake,1,175097833,142,82,54,44,6,0,33,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,57089066,126,78,20,70,1,0,16,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavender Haze,Taylor Swift,1,488386797,97,73,10,44,26,0,16,8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,32761689,101,92,59,51,41,51,26,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Efecto,Bad Bunny,1,1047480053,98,80,23,48,14,0,6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Erro Gostoso - Ao Vivo,Simone Mendes,1,153454328,154,59,63,89,18,0,80,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cupido,Tini,1,217672943,120,91,63,58,52,0,31,22,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Just Wanna Rock,Lil Uzi Vert,1,457184829,150,49,4,55,7,0,6,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unstoppable,Sia,1,939844851,174,47,27,78,11,0,10,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Until I Found You,Stephen Sanchez,1,726434358,202,34,25,51,69,0,18,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rich Flex,"Drake, 21 Savage",2,573633020,153,56,42,52,5,0,36,24,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy On Me,Adele,1,1406111294,142,60,13,37,58,0,13,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,71573339,108,84,55,47,26,0,20,64,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danger (Spider) (Offset & JID),"Offset, JID",2,24975653,143,83,25,69,4,0,23,12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,145458418,108,67,55,67,60,0,80,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Real Slim Shady,Eminem,1,1424589568,104,95,78,66,3,0,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,231332117,93,84,96,79,43,0,18,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Color Violet,Tory Lanez,1,415932686,105,65,46,53,16,0,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Glimpse of Us,Joji,1,988515741,170,44,27,32,89,0,14,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,50847624,178,62,56,66,18,0,12,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtains,Ed Sheeran,1,39893489,176,50,44,76,10,0,32,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,92035115,104,80,38,88,11,0,11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Haegeum,Agust D,1,118810253,85,70,83,84,31,0,47,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,77233241,117,77,69,58,39,0,26,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MIENTRAS ME CURO DEL CORA,Karol G,1,206399629,80,52,57,48,86,0,15,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Never Felt So Alone,Labrinth,1,117747907,98,44,36,41,50,0,38,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
X SI VOLVEMOS,"Karol G, Romeo Santos",2,266624541,178,79,58,78,34,0,11,25,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceilings,Lizzy McAlpine,1,293186992,148,51,27,33,48,0,22,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cupid,Fifty Fifty,1,139681964,120,77,94,66,65,0,38,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I AM,IVE,1,123132751,122,68,38,88,1,0,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,103762518,144,74,75,73,42,0,9,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Shorty Party,"Cartel De Santa, La Kelly",2,162887075,96,93,47,47,33,0,10,36,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super,SEVENTEEN,1,91221625,137,77,35,88,16,0,17,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Slut Me Out,NLE Choppa,1,190490915,121,94,71,61,12,0,53,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Double Fantasy (with Future),"The Weeknd, Future",2,96180277,119,60,10,57,1,0,50,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All Of The Girls You Loved Before,Taylor Swift,1,185240616,96,72,40,47,71,0,13,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROVENZA,Karol G,1,885093467,111,87,53,52,66,1,11,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,104992946,148,90,74,68,14,0,10,19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,147290338,182,57,80,59,8,0,6,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shivers,Ed Sheeran,1,1302184087,141,79,82,86,28,0,4,9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,158950978,145,76,80,81,19,0,6,9,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,76910644,110,76,26,70,1,0,41,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Komang,Raim Laode,1,137123880,134,70,35,41,41,0,10,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DESPECHï¿,ROSALï¿½,1,782369383,130,92,78,62,18,0,6,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Made You Look,Meghan Trainor,1,502574952,145,84,88,53,35,0,8,7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,207033255,130,69,36,90,1,10,15,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Se Va,Grupo Frontera,1,404887295,173,59,69,53,12,0,23,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Punto G,Quevedo,1,381161027,92,75,55,76,25,0,10,15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovers Rock,TV Girl,1,466231982,105,56,57,87,0,1,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
METAMORPHOSIS,INTERWORLD,1,357580552,175,59,15,64,43,90,12,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mami Chula,"Quevedo, Jhayco",2,61105704,120,80,33,70,22,0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
En Paris,"El Chachito, Junior H",2,198275403,139,70,77,48,37,0,12,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Set Me Free Pt.2,Jimin,1,168448603,132,59,56,82,12,0,12,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
